query_id	id	doc_id	chunk_id	label
103	eurlex_18__11	eurlex_18	11	Irrelevant
104	eurlex_18__12	eurlex_18	12	Irrelevant
105	eurlex_18__12	eurlex_18	12	Irrelevant
106	eurlex_18__12	eurlex_18	12	Irrelevant
107	eurlex_18__12	eurlex_18	12	Irrelevant
108	eurlex_18__12	eurlex_18	12	Irrelevant
109	eurlex_18__13	eurlex_18	13	Irrelevant
110	eurlex_18__13	eurlex_18	13	Irrelevant
111	eurlex_18__13	eurlex_18	13	Irrelevant
112	eurlex_18__13	eurlex_18	13	Irrelevant
113	eurlex_18__14	eurlex_18	14	Irrelevant
114	eurlex_18__14	eurlex_18	14	Irrelevant
115	eurlex_18__14	eurlex_18	14	Irrelevant
116	eurlex_18__15	eurlex_18	15	Irrelevant
117	eurlex_18__15	eurlex_18	15	Irrelevant
118	eurlex_18__16	eurlex_18	16	Irrelevant
80	eurlex_18__16	eurlex_18	16	Irrelevant
119	eurlex_18__16	eurlex_18	16	Irrelevant
120	eurlex_19__0	eurlex_19	0	Irrelevant
121	eurlex_19__0	eurlex_19	0	Irrelevant
122	eurlex_19__0	eurlex_19	0	Irrelevant
123	eurlex_19__0	eurlex_19	0	Irrelevant
124	eurlex_19__2	eurlex_19	2	Irrelevant
125	eurlex_19__2	eurlex_19	2	Irrelevant
126	eurlex_19__2	eurlex_19	2	Irrelevant
127	eurlex_19__3	eurlex_19	3	Irrelevant
128	eurlex_19__3	eurlex_19	3	Irrelevant
129	eurlex_19__3	eurlex_19	3	Irrelevant
80	eurlex_19__3	eurlex_19	3	Irrelevant
57	eurlex_19__3	eurlex_19	3	Irrelevant
130	eurlex_19__4	eurlex_19	4	Irrelevant
131	eurlex_19__4	eurlex_19	4	Irrelevant
132	eurlex_19__5	eurlex_19	5	Relevant
133	eurlex_19__5	eurlex_19	5	Irrelevant
134	eurlex_19__5	eurlex_19	5	Irrelevant
135	eurlex_19__6	eurlex_19	6	Irrelevant
136	eurlex_19__6	eurlex_19	6	Irrelevant
137	eurlex_19__6	eurlex_19	6	Irrelevant
138	eurlex_19__7	eurlex_19	7	Relevant
139	eurlex_19__7	eurlex_19	7	Irrelevant
140	eurlex_19__7	eurlex_19	7	Irrelevant
141	eurlex_19__7	eurlex_19	7	Irrelevant
142	eurlex_19__8	eurlex_19	8	Irrelevant
45	eurlex_19__8	eurlex_19	8	Irrelevant
143	eurlex_19__8	eurlex_19	8	Irrelevant
144	eurlex_19__8	eurlex_19	8	Irrelevant
145	eurlex_1__0	eurlex_1	0	Relevant
146	eurlex_1__0	eurlex_1	0	Irrelevant
147	eurlex_1__0	eurlex_1	0	Irrelevant
148	eurlex_1__0	eurlex_1	0	Irrelevant
149	eurlex_1__1	eurlex_1	1	Relevant
150	eurlex_1__1	eurlex_1	1	Relevant
151	eurlex_1__1	eurlex_1	1	Irrelevant
152	eurlex_1__1	eurlex_1	1	Irrelevant
153	eurlex_20__0	eurlex_20	0	Relevant
154	eurlex_20__0	eurlex_20	0	Relevant
155	eurlex_20__0	eurlex_20	0	Relevant
156	eurlex_20__0	eurlex_20	0	Irrelevant
157	eurlex_20__1	eurlex_20	1	Relevant
158	eurlex_20__1	eurlex_20	1	Relevant
159	eurlex_20__1	eurlex_20	1	Relevant
159	eurlex_20__2	eurlex_20	2	Relevant
160	eurlex_20__3	eurlex_20	3	Irrelevant
161	eurlex_20__3	eurlex_20	3	Irrelevant
162	eurlex_20__3	eurlex_20	3	Irrelevant
163	eurlex_20__4	eurlex_20	4	Relevant
164	eurlex_20__4	eurlex_20	4	Irrelevant
165	eurlex_20__5	eurlex_20	5	Relevant
166	eurlex_20__5	eurlex_20	5	Relevant
45	eurlex_20__5	eurlex_20	5	Irrelevant
167	eurlex_20__5	eurlex_20	5	Irrelevant
168	eurlex_20__6	eurlex_20	6	Relevant
169	eurlex_20__6	eurlex_20	6	Irrelevant
170	eurlex_20__6	eurlex_20	6	Irrelevant
171	eurlex_20__6	eurlex_20	6	Irrelevant
172	eurlex_20__6	eurlex_20	6	Irrelevant
173	eurlex_20__7	eurlex_20	7	Relevant
174	eurlex_20__7	eurlex_20	7	Irrelevant
175	eurlex_20__7	eurlex_20	7	Irrelevant
176	eurlex_20__7	eurlex_20	7	Irrelevant
177	eurlex_20__8	eurlex_20	8	Relevant
178	eurlex_20__8	eurlex_20	8	Relevant
179	eurlex_20__8	eurlex_20	8	Irrelevant
180	eurlex_20__9	eurlex_20	9	Relevant
124	eurlex_20__10	eurlex_20	10	Relevant
181	eurlex_21__0	eurlex_21	0	Irrelevant
182	eurlex_21__0	eurlex_21	0	Irrelevant
183	eurlex_21__0	eurlex_21	0	Irrelevant
184	eurlex_21__1	eurlex_21	1	Relevant
185	eurlex_21__1	eurlex_21	1	Relevant
186	eurlex_21__1	eurlex_21	1	Irrelevant
187	eurlex_22__0	eurlex_22	0	Relevant
188	eurlex_22__0	eurlex_22	0	Relevant
189	eurlex_22__0	eurlex_22	0	Relevant
190	eurlex_22__0	eurlex_22	0	Irrelevant
191	eurlex_22__0	eurlex_22	0	Irrelevant
192	eurlex_22__0	eurlex_22	0	Irrelevant
193	eurlex_22__2	eurlex_22	2	Irrelevant
194	eurlex_22__2	eurlex_22	2	Irrelevant
195	eurlex_22__3	eurlex_22	3	Relevant
196	eurlex_22__3	eurlex_22	3	Irrelevant
197	eurlex_22__3	eurlex_22	3	Irrelevant
198	eurlex_22__4	eurlex_22	4	Relevant
199	eurlex_22__4	eurlex_22	4	Relevant
200	eurlex_22__4	eurlex_22	4	Relevant
201	eurlex_22__4	eurlex_22	4	Irrelevant
202	eurlex_22__4	eurlex_22	4	Irrelevant
203	eurlex_22__4	eurlex_22	4	Irrelevant
204	eurlex_22__5	eurlex_22	5	Irrelevant
205	eurlex_22__6	eurlex_22	6	Relevant
206	eurlex_22__6	eurlex_22	6	Irrelevant
207	eurlex_22__7	eurlex_22	7	Irrelevant
208	eurlex_22__8	eurlex_22	8	Relevant
209	eurlex_22__8	eurlex_22	8	Relevant
210	eurlex_22__8	eurlex_22	8	Irrelevant
211	eurlex_22__8	eurlex_22	8	Irrelevant
212	eurlex_22__9	eurlex_22	9	Relevant
213	eurlex_22__9	eurlex_22	9	Irrelevant
214	eurlex_22__9	eurlex_22	9	Irrelevant
215	eurlex_22__10	eurlex_22	10	Relevant
216	eurlex_22__10	eurlex_22	10	Relevant
217	eurlex_22__10	eurlex_22	10	Irrelevant
218	eurlex_22__10	eurlex_22	10	Irrelevant
219	eurlex_22__10	eurlex_22	10	Irrelevant
220	eurlex_22__11	eurlex_22	11	Irrelevant
221	eurlex_23__1	eurlex_23	1	Relevant
222	eurlex_23__1	eurlex_23	1	Relevant
223	eurlex_23__1	eurlex_23	1	Irrelevant
224	eurlex_23__1	eurlex_23	1	Irrelevant
225	eurlex_24__0	eurlex_24	0	Relevant
226	eurlex_24__0	eurlex_24	0	Relevant
227	eurlex_24__1	eurlex_24	1	Irrelevant
228	eurlex_24__1	eurlex_24	1	Irrelevant
81	eurlex_24__1	eurlex_24	1	Irrelevant
229	eurlex_24__1	eurlex_24	1	Irrelevant
230	eurlex_25__0	eurlex_25	0	Relevant
231	eurlex_25__0	eurlex_25	0	Irrelevant
232	eurlex_25__0	eurlex_25	0	Irrelevant
233	eurlex_25__1	eurlex_25	1	Irrelevant
234	eurlex_25__1	eurlex_25	1	Irrelevant
235	eurlex_25__1	eurlex_25	1	Irrelevant
236	eurlex_26__0	eurlex_26	0	Relevant
237	eurlex_26__0	eurlex_26	0	Relevant
106	eurlex_26__0	eurlex_26	0	Irrelevant
238	eurlex_26__0	eurlex_26	0	Irrelevant
239	eurlex_26__1	eurlex_26	1	Irrelevant
240	eurlex_26__1	eurlex_26	1	Irrelevant
241	eurlex_26__1	eurlex_26	1	Irrelevant
242	eurlex_26__1	eurlex_26	1	Irrelevant
243	eurlex_27__0	eurlex_27	0	Relevant
244	eurlex_27__0	eurlex_27	0	Irrelevant
245	eurlex_27__0	eurlex_27	0	Irrelevant
246	eurlex_27__0	eurlex_27	0	Irrelevant
247	eurlex_27__0	eurlex_27	0	Irrelevant
248	eurlex_27__1	eurlex_27	1	Relevant
249	eurlex_27__1	eurlex_27	1	Relevant
250	eurlex_27__1	eurlex_27	1	Irrelevant
251	eurlex_28__0	eurlex_28	0	Relevant
252	eurlex_28__0	eurlex_28	0	Irrelevant
253	eurlex_28__0	eurlex_28	0	Irrelevant
254	eurlex_29__0	eurlex_29	0	Relevant
255	eurlex_29__0	eurlex_29	0	Irrelevant
256	eurlex_29__0	eurlex_29	0	Irrelevant
257	eurlex_29__0	eurlex_29	0	Irrelevant
80	eurlex_29__1	eurlex_29	1	Irrelevant
258	eurlex_29__1	eurlex_29	1	Irrelevant
259	eurlex_29__1	eurlex_29	1	Irrelevant
260	eurlex_29__1	eurlex_29	1	Irrelevant
261	eurlex_29__2	eurlex_29	2	Irrelevant
262	eurlex_29__2	eurlex_29	2	Irrelevant
263	eurlex_29__2	eurlex_29	2	Irrelevant
264	eurlex_29__2	eurlex_29	2	Irrelevant
132	eurlex_29__3	eurlex_29	3	Irrelevant
265	eurlex_29__3	eurlex_29	3	Irrelevant
266	eurlex_29__4	eurlex_29	4	Relevant
267	eurlex_29__4	eurlex_29	4	Irrelevant
268	eurlex_29__4	eurlex_29	4	Irrelevant
269	eurlex_29__5	eurlex_29	5	Relevant
270	eurlex_29__5	eurlex_29	5	Relevant
271	eurlex_29__5	eurlex_29	5	Relevant
272	eurlex_29__5	eurlex_29	5	Irrelevant
273	eurlex_29__5	eurlex_29	5	Irrelevant
274	eurlex_29__7	eurlex_29	7	Irrelevant
275	eurlex_29__7	eurlex_29	7	Irrelevant
276	eurlex_29__7	eurlex_29	7	Irrelevant
277	eurlex_29__9	eurlex_29	9	Irrelevant
278	eurlex_29__9	eurlex_29	9	Irrelevant
279	eurlex_29__9	eurlex_29	9	Irrelevant
280	eurlex_2__0	eurlex_2	0	Relevant
281	eurlex_2__1	eurlex_2	1	Relevant
282	eurlex_2__1	eurlex_2	1	Relevant
283	eurlex_2__1	eurlex_2	1	Irrelevant
284	eurlex_2__1	eurlex_2	1	Irrelevant
285	eurlex_30__0	eurlex_30	0	Irrelevant
286	eurlex_30__0	eurlex_30	0	Irrelevant
287	eurlex_30__1	eurlex_30	1	Relevant
288	eurlex_30__1	eurlex_30	1	Relevant
289	eurlex_30__1	eurlex_30	1	Relevant
290	eurlex_30__1	eurlex_30	1	Irrelevant
291	eurlex_30__1	eurlex_30	1	Irrelevant
292	eurlex_31__0	eurlex_31	0	Relevant
293	eurlex_31__0	eurlex_31	0	Relevant
294	eurlex_31__0	eurlex_31	0	Irrelevant
295	eurlex_31__0	eurlex_31	0	Irrelevant
296	eurlex_31__1	eurlex_31	1	Relevant
297	eurlex_31__1	eurlex_31	1	Relevant
298	eurlex_31__1	eurlex_31	1	Irrelevant
299	eurlex_31__1	eurlex_31	1	Irrelevant
300	eurlex_31__1	eurlex_31	1	Irrelevant
301	eurlex_32__0	eurlex_32	0	Relevant
302	eurlex_32__0	eurlex_32	0	Irrelevant
303	eurlex_32__0	eurlex_32	0	Irrelevant
304	eurlex_32__0	eurlex_32	0	Irrelevant
305	eurlex_32__1	eurlex_32	1	Irrelevant
306	eurlex_33__0	eurlex_33	0	Relevant
307	eurlex_33__0	eurlex_33	0	Irrelevant
308	eurlex_33__1	eurlex_33	1	Relevant
309	eurlex_33__1	eurlex_33	1	Irrelevant
310	eurlex_33__1	eurlex_33	1	Irrelevant
311	eurlex_34__0	eurlex_34	0	Irrelevant
312	eurlex_34__1	eurlex_34	1	Relevant
313	eurlex_34__1	eurlex_34	1	Relevant
314	eurlex_34__1	eurlex_34	1	Irrelevant
5	eurlex_34__1	eurlex_34	1	Irrelevant
80	eurlex_34__1	eurlex_34	1	Irrelevant
315	eurlex_34__1	eurlex_34	1	Irrelevant
73	eurlex_35__0	eurlex_35	0	Relevant
316	eurlex_35__0	eurlex_35	0	Relevant
317	eurlex_35__0	eurlex_35	0	Relevant
318	eurlex_35__0	eurlex_35	0	Irrelevant
319	eurlex_36__0	eurlex_36	0	Relevant
320	eurlex_36__0	eurlex_36	0	Relevant
321	eurlex_36__1	eurlex_36	1	Relevant
321	eurlex_36__1	eurlex_36	1	Relevant
322	eurlex_36__1	eurlex_36	1	Relevant
323	eurlex_36__1	eurlex_36	1	Irrelevant
184	eurlex_36__2	eurlex_36	2	Irrelevant
324	eurlex_36__2	eurlex_36	2	Irrelevant
325	eurlex_36__3	eurlex_36	3	Relevant
326	eurlex_36__3	eurlex_36	3	Irrelevant
327	eurlex_36__3	eurlex_36	3	Irrelevant
328	eurlex_36__3	eurlex_36	3	Irrelevant
329	eurlex_36__3	eurlex_36	3	Irrelevant
245	eurlex_36__5	eurlex_36	5	Irrelevant
330	eurlex_36__5	eurlex_36	5	Irrelevant
39	eurlex_36__7	eurlex_36	7	Irrelevant
331	eurlex_36__7	eurlex_36	7	Irrelevant
231	eurlex_36__7	eurlex_36	7	Irrelevant
332	eurlex_36__8	eurlex_36	8	Irrelevant
45	eurlex_36__8	eurlex_36	8	Irrelevant
333	eurlex_36__9	eurlex_36	9	Irrelevant
334	eurlex_36__9	eurlex_36	9	Irrelevant
335	eurlex_36__9	eurlex_36	9	Irrelevant
336	eurlex_36__9	eurlex_36	9	Irrelevant
337	eurlex_36__9	eurlex_36	9	Irrelevant
338	eurlex_36__10	eurlex_36	10	Relevant
339	eurlex_36__10	eurlex_36	10	Irrelevant
340	eurlex_36__10	eurlex_36	10	Irrelevant
341	eurlex_37__0	eurlex_37	0	Relevant
342	eurlex_37__0	eurlex_37	0	Irrelevant
343	eurlex_37__0	eurlex_37	0	Irrelevant
344	eurlex_37__0	eurlex_37	0	Irrelevant
80	eurlex_37__0	eurlex_37	0	Irrelevant
345	eurlex_37__1	eurlex_37	1	Relevant
199	eurlex_37__1	eurlex_37	1	Irrelevant
346	eurlex_38__0	eurlex_38	0	Relevant
298	eurlex_38__0	eurlex_38	0	Irrelevant
347	eurlex_39__0	eurlex_39	0	Irrelevant
348	eurlex_39__0	eurlex_39	0	Irrelevant
349	eurlex_39__0	eurlex_39	0	Irrelevant
350	eurlex_39__1	eurlex_39	1	Relevant
351	eurlex_39__1	eurlex_39	1	Relevant
48	eurlex_39__1	eurlex_39	1	Irrelevant
352	eurlex_39__1	eurlex_39	1	Irrelevant
80	eurlex_39__1	eurlex_39	1	Irrelevant
353	eurlex_39__1	eurlex_39	1	Irrelevant
354	eurlex_39__1	eurlex_39	1	Irrelevant
355	eurlex_39__1	eurlex_39	1	Irrelevant
356	eurlex_3__0	eurlex_3	0	Relevant
122	eurlex_3__0	eurlex_3	0	Irrelevant
357	eurlex_3__0	eurlex_3	0	Irrelevant
358	eurlex_3__0	eurlex_3	0	Irrelevant
359	eurlex_3__1	eurlex_3	1	Relevant
360	eurlex_3__1	eurlex_3	1	Irrelevant
361	eurlex_3__1	eurlex_3	1	Irrelevant
362	eurlex_40__0	eurlex_40	0	Relevant
235	eurlex_40__1	eurlex_40	1	Irrelevant
116	eurlex_41__0	eurlex_41	0	Relevant
363	eurlex_41__0	eurlex_41	0	Irrelevant
364	eurlex_41__0	eurlex_41	0	Irrelevant
5	eurlex_42__0	eurlex_42	0	Irrelevant
354	eurlex_42__0	eurlex_42	0	Irrelevant
365	eurlex_42__1	eurlex_42	1	Irrelevant
366	eurlex_42__2	eurlex_42	2	Relevant
367	eurlex_42__2	eurlex_42	2	Irrelevant
368	eurlex_42__3	eurlex_42	3	Irrelevant
369	eurlex_42__3	eurlex_42	3	Irrelevant
370	eurlex_42__3	eurlex_42	3	Irrelevant
371	eurlex_42__4	eurlex_42	4	Irrelevant
372	eurlex_42__5	eurlex_42	5	Irrelevant
373	eurlex_42__5	eurlex_42	5	Irrelevant
374	eurlex_42__5	eurlex_42	5	Irrelevant
375	eurlex_42__6	eurlex_42	6	Irrelevant
80	eurlex_42__6	eurlex_42	6	Irrelevant
376	eurlex_42__6	eurlex_42	6	Irrelevant
377	eurlex_42__6	eurlex_42	6	Irrelevant
378	eurlex_42__6	eurlex_42	6	Irrelevant
379	eurlex_42__6	eurlex_42	6	Irrelevant
380	eurlex_42__7	eurlex_42	7	Irrelevant
381	eurlex_42__7	eurlex_42	7	Irrelevant
382	eurlex_42__7	eurlex_42	7	Irrelevant
281	eurlex_42__8	eurlex_42	8	Irrelevant
383	eurlex_42__8	eurlex_42	8	Irrelevant
384	eurlex_42__9	eurlex_42	9	Irrelevant
385	eurlex_42__9	eurlex_42	9	Irrelevant
386	eurlex_42__10	eurlex_42	10	Irrelevant
104	eurlex_42__11	eurlex_42	11	Relevant
387	eurlex_42__11	eurlex_42	11	Relevant
388	eurlex_42__11	eurlex_42	11	Relevant
389	eurlex_42__11	eurlex_42	11	Irrelevant
390	eurlex_42__12	eurlex_42	12	Irrelevant
391	eurlex_42__12	eurlex_42	12	Irrelevant
392	eurlex_42__12	eurlex_42	12	Irrelevant
393	eurlex_42__13	eurlex_42	13	Relevant
33	eurlex_42__13	eurlex_42	13	Irrelevant
394	eurlex_42__13	eurlex_42	13	Irrelevant
395	eurlex_42__13	eurlex_42	13	Irrelevant
396	eurlex_42__13	eurlex_42	13	Irrelevant
397	eurlex_42__14	eurlex_42	14	Irrelevant
398	eurlex_42__14	eurlex_42	14	Irrelevant
399	eurlex_42__14	eurlex_42	14	Irrelevant
400	eurlex_42__15	eurlex_42	15	Irrelevant
401	eurlex_42__15	eurlex_42	15	Irrelevant
402	eurlex_42__17	eurlex_42	17	Relevant
403	eurlex_42__17	eurlex_42	17	Irrelevant
404	eurlex_42__17	eurlex_42	17	Irrelevant
405	eurlex_42__17	eurlex_42	17	Irrelevant
406	eurlex_42__17	eurlex_42	17	Irrelevant
407	eurlex_42__17	eurlex_42	17	Irrelevant
408	eurlex_42__18	eurlex_42	18	Irrelevant
363	eurlex_42__18	eurlex_42	18	Irrelevant
409	eurlex_42__18	eurlex_42	18	Irrelevant
410	eurlex_42__18	eurlex_42	18	Irrelevant
411	eurlex_42__18	eurlex_42	18	Irrelevant
412	eurlex_42__19	eurlex_42	19	Irrelevant
413	eurlex_42__19	eurlex_42	19	Irrelevant
414	eurlex_43__0	eurlex_43	0	Irrelevant
228	eurlex_43__1	eurlex_43	1	Relevant
415	eurlex_43__1	eurlex_43	1	Irrelevant
416	eurlex_43__1	eurlex_43	1	Irrelevant
417	eurlex_43__1	eurlex_43	1	Irrelevant
418	eurlex_43__1	eurlex_43	1	Irrelevant
419	eurlex_44__0	eurlex_44	0	Relevant
53	eurlex_44__0	eurlex_44	0	Relevant
420	eurlex_44__1	eurlex_44	1	Relevant
421	eurlex_44__1	eurlex_44	1	Irrelevant
422	eurlex_44__1	eurlex_44	1	Irrelevant
423	eurlex_45__0	eurlex_45	0	Relevant
424	eurlex_45__0	eurlex_45	0	Irrelevant
425	eurlex_45__0	eurlex_45	0	Irrelevant
426	eurlex_45__0	eurlex_45	0	Irrelevant
427	eurlex_45__0	eurlex_45	0	Irrelevant
428	eurlex_45__1	eurlex_45	1	Relevant
201	eurlex_45__1	eurlex_45	1	Relevant
138	eurlex_45__1	eurlex_45	1	Irrelevant
178	eurlex_45__1	eurlex_45	1	Irrelevant
429	eurlex_45__1	eurlex_45	1	Irrelevant
430	eurlex_45__1	eurlex_45	1	Irrelevant
431	eurlex_45__1	eurlex_45	1	Irrelevant
126	eurlex_46__0	eurlex_46	0	Irrelevant
432	eurlex_46__0	eurlex_46	0	Irrelevant
433	eurlex_46__0	eurlex_46	0	Irrelevant
434	eurlex_46__1	eurlex_46	1	Irrelevant
80	eurlex_47__0	eurlex_47	0	Irrelevant
435	eurlex_47__0	eurlex_47	0	Irrelevant
436	eurlex_47__0	eurlex_47	0	Irrelevant
437	eurlex_47__1	eurlex_47	1	Relevant
438	eurlex_47__1	eurlex_47	1	Irrelevant
439	eurlex_47__1	eurlex_47	1	Irrelevant
440	eurlex_47__1	eurlex_47	1	Irrelevant
259	eurlex_47__1	eurlex_47	1	Irrelevant
441	eurlex_48__0	eurlex_48	0	Relevant
442	eurlex_48__0	eurlex_48	0	Relevant
443	eurlex_48__0	eurlex_48	0	Irrelevant
444	eurlex_48__0	eurlex_48	0	Irrelevant
445	eurlex_49__0	eurlex_49	0	Relevant
446	eurlex_49__0	eurlex_49	0	Irrelevant
447	eurlex_49__0	eurlex_49	0	Irrelevant
448	eurlex_49__0	eurlex_49	0	Irrelevant
274	eurlex_49__0	eurlex_49	0	Irrelevant
449	eurlex_49__0	eurlex_49	0	Irrelevant
450	eurlex_49__0	eurlex_49	0	Irrelevant
169	eurlex_49__1	eurlex_49	1	Relevant
451	eurlex_49__1	eurlex_49	1	Irrelevant
442	eurlex_4__0	eurlex_4	0	Relevant
452	eurlex_4__0	eurlex_4	0	Irrelevant
453	eurlex_4__0	eurlex_4	0	Irrelevant
454	eurlex_4__1	eurlex_4	1	Irrelevant
455	eurlex_4__1	eurlex_4	1	Irrelevant
456	eurlex_50__0	eurlex_50	0	Relevant
457	eurlex_50__1	eurlex_50	1	Relevant
28	eurlex_50__1	eurlex_50	1	Irrelevant
458	eurlex_50__1	eurlex_50	1	Irrelevant
459	eurlex_50__1	eurlex_50	1	Irrelevant
460	eurlex_50__1	eurlex_50	1	Irrelevant
461	eurlex_50__1	eurlex_50	1	Irrelevant
462	eurlex_51__0	eurlex_51	0	Relevant
463	eurlex_51__0	eurlex_51	0	Irrelevant
464	eurlex_51__1	eurlex_51	1	Irrelevant
465	eurlex_51__1	eurlex_51	1	Irrelevant
466	eurlex_51__1	eurlex_51	1	Irrelevant
467	eurlex_52__0	eurlex_52	0	Relevant
157	eurlex_52__0	eurlex_52	0	Irrelevant
468	eurlex_52__0	eurlex_52	0	Irrelevant
80	eurlex_52__0	eurlex_52	0	Irrelevant
469	eurlex_52__1	eurlex_52	1	Relevant
470	eurlex_52__1	eurlex_52	1	Irrelevant
471	eurlex_52__1	eurlex_52	1	Irrelevant
472	eurlex_52__1	eurlex_52	1	Irrelevant
473	eurlex_52__1	eurlex_52	1	Irrelevant
474	eurlex_52__2	eurlex_52	2	Irrelevant
475	eurlex_52__2	eurlex_52	2	Irrelevant
438	eurlex_52__3	eurlex_52	3	Relevant
